"0","1467810369","Mon Apr 06 22:19:45 PDT 2009","NO_QUERY","_TheSpecialOne_","@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
"0","1467810672","Mon Apr 06 22:19:49 PDT 2009","NO_QUERY","scotthamilton","is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!"
"0","1467810917","Mon Apr 06 22:19:53 PDT 2009","NO_QUERY","mattycus","@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds"
"0","1467811184","Mon Apr 06 22:19:57 PDT 2009","NO_QUERY","ElleCTF","my whole body feels itchy and like its on fire "
"0","1467811193","Mon Apr 06 22:19:57 PDT 2009","NO_QUERY","Karoli","@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. "
"4","2193475421","Tue Jun 16 08:30:32 PDT 2009","NO_QUERY","jennyzzz","@persiankiwi @Change_for_Iran Great to see you guys back. "
"4","2193475424","Tue Jun 16 08:30:32 PDT 2009","NO_QUERY","dafootballer","@macshare hey is the site down? it wont load for me... also if your still offering that free hosting... thanks "
"4","2193475582","Tue Jun 16 08:30:33 PDT 2009","NO_QUERY","farahanggun","@dorkscotch hahah ye ye ye nasyid. i pun layan jugaa uuuu "
"4","2193475600","Tue Jun 16 08:30:33 PDT 2009","NO_QUERY","johnbertr","@chinkchilla there's this brilliant add-on for firefox called &quot;Read Later&quot; makes you tag a site that u can read later. A semi-bookmark. "
"4","2193475658","Tue Jun 16 08:30:33 PDT 2009","NO_QUERY","Maddy4567","I am hanging out with Kristyn!!!! "
